Store,Item,Allocation
173,Noodles,1
173,Paint,0
173,Phone Charger,1
173,Power Cord,1
173,Shrimp,1
173,Steak,1
173,Tape,0
174,Bracket,0
174,Brush,1
174,Cereal,1
174,Ear Buds,4
174,Eggs,0
174,Glue,1
174,Keyboard,4
174,King Crab,6
174,Milk,0
174,Mouse,1
174,Nails,0
174,Noodles,2
174,Paint,1
174,Phone Charger,4
174,Power Cord,1
174,Shrimp,6
174,Steak,4
174,Tape,0
175,Bracket,0
175,Brush,1
175,Cereal,0
175,Ear Buds,1
175,Eggs,0
175,Glue,1
175,Keyboard,2
175,King Crab,1
175,Milk,0
175,Mouse,1
175,Nails,0
175,Noodles,1
175,Paint,0
175,Phone Charger,2
175,Power Cord,1
175,Shrimp,2
175,Steak,1
175,Tape,0
176,Bracket,0
176,Brush,1
176,Cereal,1
176,Ear Buds,2
176,Eggs,0
176,Glue,1
176,Keyboard,4
176,King Crab,2
176,Milk,0
176,Mouse,1
176,Nails,0
176,Noodles,2
176,Paint,1
176,Phone Charger,4
176,Power Cord,1
176,Shrimp,4
176,Steak,4
176,Tape,0
177,Bracket,0
177,Brush,1
177,Cereal,0
177,Ear Buds,1
177,Eggs,0
177,Glue,1
177,Keyboard,2
177,King Crab,1
177,Milk,0
177,Mouse,0
177,Nails,0
177,Noodles,1
177,Paint,0
177,Phone Charger,1
177,Power Cord,0
177,Shrimp,1
177,Steak,1
177,Tape,0
178,Bracket,0
178,Brush,1
178,Cereal,0
178,Ear Buds,1
178,Eggs,0
178,Glue,1
178,Keyboard,2
178,King Crab,1
178,Milk,0
178,Mouse,1
178,Nails,0
178,Noodles,1
178,Paint,0
178,Phone Charger,1
178,Power Cord,0
178,Shrimp,1
178,Steak,1
178,Tape,0
179,Bracket,0
179,Brush,0
179,Cereal,0
179,Ear Buds,1
179,Eggs,0
179,Glue,1
179,Keyboard,2
179,King Crab,1
179,Milk,0
179,Mouse,1
179,Nails,0
179,Noodles,1
179,Paint,0
179,Phone Charger,2
179,Power Cord,1
179,Shrimp,2
179,Steak,1
179,Tape,0
180,Bracket,0
180,Brush,0
180,Cereal,0
180,Ear Buds,1
180,Eggs,0
180,Glue,1
180,Keyboard,2
180,King Crab,1
180,Milk,0
180,Mouse,1
180,Nails,0
180,Noodles,1
180,Paint,0
180,Phone Charger,2
180,Power Cord,1
180,Shrimp,2
180,Steak,1
180,Tape,0
181,Bracket,0
181,Brush,0
181,Cereal,0
181,Ear Buds,1
181,Eggs,0
181,Glue,0
181,Keyboard,2
181,King Crab,1
181,Milk,0
181,Mouse,0
181,Nails,0
181,Noodles,0
181,Paint,0
181,Phone Charger,1
181,Power Cord,0
181,Shrimp,1
181,Steak,0
181,Tape,0
182,Bracket,0
182,Brush,0
182,Cereal,0
182,Ear Buds,1
182,Eggs,0
182,Glue,1
182,Keyboard,2
182,King Crab,1
182,Milk,0
182,Mouse,1
182,Nails,0
182,Noodles,1
182,Paint,0
182,Phone Charger,1
182,Power Cord,1
182,Shrimp,2
182,Steak,1
182,Tape,0
183,Bracket,0
183,Brush,0
183,Cereal,0
183,Ear Buds,1
183,Eggs,0
183,Glue,1
183,Keyboard,2
183,King Crab,1
183,Milk,0
183,Mouse,1
183,Nails,0
183,Noodles,1
183,Paint,0
183,Phone Charger,1
183,Power Cord,1
183,Shrimp,2
183,Steak,1
183,Tape,0
184,Bracket,0
184,Brush,1
184,Cereal,1
184,Ear Buds,4
184,Eggs,0
184,Glue,1
184,Keyboard,6
184,King Crab,5
184,Milk,0
184,Mouse,2
184,Nails,0
184,Noodles,2
184,Paint,1
184,Phone Charger,6
184,Power Cord,2
184,Shrimp,6
184,Steak,4
184,Tape,0
185,Bracket,0
185,Brush,1
185,Cereal,0
185,Ear Buds,2
185,Eggs,0
185,Glue,1
185,Keyboard,4
185,King Crab,1
185,Milk,0
185,Mouse,1
185,Nails,0
185,Noodles,2
185,Paint,1
185,Phone Charger,4
185,Power Cord,1
185,Shrimp,4
185,Steak,2
185,Tape,0
186,Bracket,0
186,Brush,1
186,Cereal,1
186,Ear Buds,2
186,Eggs,0
186,Glue,1
186,Keyboard,4
186,King Crab,1
186,Milk,0
186,Mouse,1
186,Nails,0
186,Noodles,2
186,Paint,1
186,Phone Charger,4
186,Power Cord,1
186,Shrimp,4
186,Steak,2
186,Tape,0
187,Bracket,0
187,Brush,1
187,Cereal,1
187,Ear Buds,4
187,Eggs,0
187,Glue,1
187,Keyboard,4
187,King Crab,1
187,Milk,0
187,Mouse,1
187,Nails,0
187,Noodles,2
187,Paint,1
187,Phone Charger,5
187,Power Cord,2
187,Shrimp,5
187,Steak,2
187,Tape,0
188,Bracket,0
188,Brush,1
188,Cereal,0
188,Ear Buds,2
188,Eggs,0
188,Glue,1
188,Keyboard,4
188,King Crab,1
188,Milk,0
188,Mouse,1
188,Nails,0
188,Noodles,1
188,Paint,1
188,Phone Charger,4
188,Power Cord,1
188,Shrimp,4
188,Steak,1
188,Tape,0
189,Bracket,0
189,Brush,1
189,Cereal,1
189,Ear Buds,7
189,Eggs,0
189,Glue,1
189,Keyboard,9
189,King Crab,2
189,Milk,0
189,Mouse,4
189,Nails,0
189,Noodles,2
189,Paint,1
189,Phone Charger,7
189,Power Cord,2
189,Shrimp,5
189,Steak,2
189,Tape,0
190,Bracket,0
190,Brush,1
190,Cereal,0
190,Ear Buds,2
190,Eggs,0
190,Glue,1
190,Keyboard,4
190,King Crab,1
190,Milk,0
190,Mouse,1
190,Nails,0
190,Noodles,1
190,Paint,1
190,Phone Charger,4
190,Power Cord,1
190,Shrimp,4
190,Steak,2
190,Tape,0
191,Bracket,0
191,Brush,1
191,Cereal,0
191,Ear Buds,4
191,Eggs,0
191,Glue,1
191,Keyboard,4
191,King Crab,1
191,Milk,0
191,Mouse,2
191,Nails,0
191,Noodles,1
191,Paint,1
191,Phone Charger,4
191,Power Cord,2
191,Shrimp,2
191,Steak,2
191,Tape,0
192,Bracket,0
192,Brush,1
192,Cereal,0
192,Ear Buds,2
192,Eggs,0
192,Glue,1
192,Keyboard,4
192,King Crab,1
192,Milk,0
192,Mouse,1
192,Nails,0
192,Noodles,1
192,Paint,1
192,Phone Charger,4
192,Power Cord,1
192,Shrimp,4
192,Steak,2
192,Tape,0
193,Bracket,0
193,Brush,1
193,Cereal,0
193,Ear Buds,2
193,Eggs,0
193,Glue,1
193,Keyboard,2
193,King Crab,1
193,Milk,0
193,Mouse,1
193,Nails,0
193,Noodles,1
193,Paint,0
193,Phone Charger,2
193,Power Cord,1
193,Shrimp,2
193,Steak,1
193,Tape,0
194,Bracket,0
194,Brush,1
194,Cereal,0
194,Ear Buds,2
194,Eggs,0
194,Glue,1
194,Keyboard,2
194,King Crab,1
194,Milk,0
194,Mouse,1
194,Nails,0
194,Noodles,1
194,Paint,0
194,Phone Charger,2
194,Power Cord,1
194,Shrimp,2
194,Steak,1
194,Tape,0
195,Bracket,0
195,Brush,0
195,Cereal,0
195,Ear Buds,1
195,Eggs,0
195,Glue,1
195,Keyboard,2
195,King Crab,1
195,Milk,0
195,Mouse,1
195,Nails,0
195,Noodles,1
195,Paint,0
195,Phone Charger,1
195,Power Cord,1
195,Shrimp,1
195,Steak,1
195,Tape,0
196,Bracket,0
196,Brush,0
196,Cereal,0
196,Ear Buds,1
196,Eggs,0
196,Glue,1
196,Keyboard,2
196,King Crab,1
196,Milk,0
196,Mouse,1
196,Nails,0
196,Noodles,1
196,Paint,0
196,Phone Charger,1
196,Power Cord,1
196,Shrimp,1
196,Steak,1
196,Tape,0
197,Bracket,0
197,Brush,1
197,Cereal,0
197,Ear Buds,2
197,Eggs,0
197,Glue,1
197,Keyboard,4
197,King Crab,1
197,Milk,0
197,Mouse,1
197,Nails,0
197,Noodles,1
197,Paint,1
197,Phone Charger,2
197,Power Cord,1
197,Shrimp,2
197,Steak,1
197,Tape,0
198,Bracket,0
198,Brush,1
198,Cereal,0
198,Ear Buds,2
198,Eggs,0
198,Glue,1
198,Keyboard,4
198,King Crab,1
198,Milk,0
198,Mouse,1
198,Nails,0
198,Noodles,1
198,Paint,1
198,Phone Charger,2
198,Power Cord,1
198,Shrimp,2
198,Steak,1
198,Tape,0
199,Bracket,0
199,Brush,0
199,Cereal,0
199,Ear Buds,1
199,Eggs,0
199,Glue,1
199,Keyboard,2
199,King Crab,1
199,Milk,0
199,Mouse,1
199,Nails,0
199,Noodles,1
199,Paint,0
199,Phone Charger,1
199,Power Cord,1
199,Shrimp,1
199,Steak,1
199,Tape,0
200,Bracket,0
200,Brush,0
200,Cereal,0
200,Ear Buds,1
200,Eggs,0
200,Glue,0
200,Keyboard,2
200,King Crab,1
200,Milk,0
200,Mouse,0
200,Nails,0
200,Noodles,0
200,Paint,0
200,Phone Charger,1
200,Power Cord,0
200,Shrimp,1
200,Steak,1
200,Tape,0
201,Bracket,0
201,Brush,0
201,Cereal,0
201,Ear Buds,1
201,Eggs,0
201,Glue,1
201,Keyboard,2
201,King Crab,1
201,Milk,0
201,Mouse,1
201,Nails,0
201,Noodles,1
201,Paint,0
201,Phone Charger,1
201,Power Cord,1
201,Shrimp,1
201,Steak,1
201,Tape,0
202,Bracket,0
202,Brush,1
202,Cereal,0
202,Ear Buds,2
202,Eggs,0
202,Glue,1
202,Keyboard,4
202,King Crab,1
202,Milk,0
202,Mouse,1
202,Nails,0
202,Noodles,1
202,Paint,1
202,Phone Charger,2
202,Power Cord,1
202,Shrimp,2
202,Steak,1
202,Tape,0
203,Bracket,0
203,Brush,0
203,Cereal,0
203,Ear Buds,2
203,Eggs,0
203,Glue,1
203,Keyboard,2
203,King Crab,1
203,Milk,0
203,Mouse,1
203,Nails,0
203,Noodles,1
203,Paint,0
203,Phone Charger,2
203,Power Cord,1
203,Shrimp,1
203,Steak,1
203,Tape,0
204,Bracket,0
204,Brush,0
204,Cereal,0
204,Ear Buds,1
204,Eggs,0
204,Glue,0
204,Keyboard,2
204,King Crab,1
204,Milk,0
204,Mouse,0
204,Nails,0
204,Noodles,1
204,Paint,0
204,Phone Charger,1
204,Power Cord,0
204,Shrimp,1
204,Steak,1
204,Tape,0
205,Bracket,0
205,Brush,0
205,Cereal,0
205,Ear Buds,2
205,Eggs,0
205,Glue,1
205,Keyboard,2
205,King Crab,1
205,Milk,0
205,Mouse,1
205,Nails,0
205,Noodles,1
205,Paint,0
205,Phone Charger,2
205,Power Cord,1
205,Shrimp,1
205,Steak,1
205,Tape,0
206,Bracket,0
206,Brush,0
206,Cereal,0
206,Ear Buds,1
206,Eggs,0
206,Glue,1
206,Keyboard,2
206,King Crab,1
206,Milk,0
206,Mouse,1
206,Nails,0
206,Noodles,1
206,Paint,0
206,Phone Charger,1
206,Power Cord,1
206,Shrimp,1
206,Steak,1
206,Tape,0
207,Bracket,0
207,Brush,0
207,Cereal,0
207,Ear Buds,1
207,Eggs,0
207,Glue,1
207,Keyboard,2
207,King Crab,1
207,Milk,0
207,Mouse,1
207,Nails,0
207,Noodles,1
207,Paint,0
207,Phone Charger,1
207,Power Cord,0
207,Shrimp,1
207,Steak,1
207,Tape,0
208,Bracket,0
208,Brush,0
208,Cereal,0
208,Ear Buds,1
208,Eggs,0
208,Glue,1
208,Keyboard,2
208,King Crab,1
208,Milk,0
208,Mouse,1
208,Nails,0
208,Noodles,1
208,Paint,0
208,Phone Charger,1
208,Power Cord,0
208,Shrimp,1
208,Steak,1
208,Tape,0
209,Bracket,0
209,Brush,0
209,Cereal,0
209,Ear Buds,1
209,Eggs,0
209,Glue,1
209,Keyboard,2
209,King Crab,1
209,Milk,0
209,Mouse,1
209,Nails,0
209,Noodles,1
209,Paint,0
209,Phone Charger,1
209,Power Cord,1
209,Shrimp,1
209,Steak,1
209,Tape,0
210,Bracket,0
210,Brush,1
210,Cereal,0
210,Ear Buds,2
210,Eggs,0
210,Glue,1
210,Keyboard,4
210,King Crab,1
210,Milk,0
210,Mouse,1
210,Nails,0
210,Noodles,1
210,Paint,1
210,Phone Charger,4
210,Power Cord,1
210,Shrimp,4
210,Steak,2
210,Tape,0
211,Bracket,0
211,Brush,0
211,Cereal,0
211,Ear Buds,2
211,Eggs,0
211,Glue,1
211,Keyboard,2
211,King Crab,1
211,Milk,0
211,Mouse,1
211,Nails,0
211,Noodles,1
211,Paint,0
211,Phone Charger,2
211,Power Cord,1
211,Shrimp,2
211,Steak,1
211,Tape,0
212,Bracket,0
212,Brush,0
212,Cereal,0
212,Ear Buds,2
212,Eggs,0
212,Glue,0
212,Keyboard,2
212,King Crab,1
212,Milk,0
212,Mouse,1
212,Nails,0
212,Noodles,1
212,Paint,0
212,Phone Charger,2
212,Power Cord,1
212,Shrimp,2
212,Steak,1
212,Tape,0
213,Bracket,0
213,Brush,0
213,Cereal,0
213,Ear Buds,2
213,Eggs,0
213,Glue,1
213,Keyboard,2
213,King Crab,1
213,Milk,0
213,Mouse,1
213,Nails,0
213,Noodles,1
213,Paint,0
213,Phone Charger,2
213,Power Cord,1
213,Shrimp,1
213,Steak,1
213,Tape,0
214,Bracket,0
214,Brush,0
214,Cereal,0
214,Ear Buds,1
214,Eggs,0
214,Glue,1
214,Keyboard,2
214,King Crab,1
214,Milk,0
214,Mouse,1
214,Nails,0
214,Noodles,1
214,Paint,0
214,Phone Charger,2
214,Power Cord,1
214,Shrimp,2
214,Steak,1
214,Tape,0
215,Bracket,0
215,Brush,0
215,Cereal,0
215,Ear Buds,2
215,Eggs,0
215,Glue,1
215,Keyboard,2
215,King Crab,1
215,Milk,0
215,Mouse,1
215,Nails,0
215,Noodles,1
215,Paint,0
215,Phone Charger,2
215,Power Cord,1
215,Shrimp,1
215,Steak,1
215,Tape,0
216,Bracket,0
216,Brush,0
216,Cereal,0
216,Ear Buds,1
216,Eggs,0
216,Glue,1
216,Keyboard,2
216,King Crab,1
216,Milk,0
216,Mouse,1
216,Nails,0
216,Noodles,1
216,Paint,0
216,Phone Charger,2
216,Power Cord,1
216,Shrimp,2
216,Steak,1
216,Tape,0
217,Bracket,0
217,Brush,0
217,Cereal,0
217,Ear Buds,1
217,Eggs,0
217,Glue,0
217,Keyboard,2
217,King Crab,1
217,Milk,0
217,Mouse,0
217,Nails,0
217,Noodles,0
217,Paint,0
217,Phone Charger,1
217,Power Cord,0
217,Shrimp,1
217,Steak,1
217,Tape,0
218,Bracket,0
218,Brush,0
218,Cereal,0
218,Ear Buds,1
218,Eggs,0
218,Glue,0
218,Keyboard,2
218,King Crab,1
218,Milk,0
218,Mouse,0
218,Nails,0
218,Noodles,0
218,Paint,0
218,Phone Charger,1
218,Power Cord,0
218,Shrimp,1
218,Steak,1
218,Tape,0
219,Bracket,0
219,Brush,0
219,Cereal,0
219,Ear Buds,2
219,Eggs,0
219,Glue,1
219,Keyboard,2
219,King Crab,1
219,Milk,0
219,Mouse,1
219,Nails,0
219,Noodles,1
219,Paint,0
219,Phone Charger,2
219,Power Cord,1
219,Shrimp,1
219,Steak,1
219,Tape,0
220,Bracket,0
220,Brush,0
220,Cereal,0
220,Ear Buds,1
220,Eggs,0
220,Glue,0
220,Keyboard,2
220,King Crab,1
220,Milk,0
220,Mouse,0
220,Nails,0
220,Noodles,0
220,Paint,0
220,Phone Charger,1
220,Power Cord,0
220,Shrimp,1
220,Steak,1
220,Tape,0
221,Bracket,0
221,Brush,0
221,Cereal,0
221,Ear Buds,2
221,Eggs,0
221,Glue,1
221,Keyboard,2
221,King Crab,1
221,Milk,0
221,Mouse,1
221,Nails,0
221,Noodles,1
221,Paint,0
221,Phone Charger,2
221,Power Cord,1
221,Shrimp,1
221,Steak,1
221,Tape,0
222,Bracket,0
222,Brush,1
222,Cereal,0
222,Ear Buds,4
222,Eggs,0
222,Glue,1
222,Keyboard,5
222,King Crab,1
222,Milk,0
222,Mouse,2
222,Nails,0
222,Noodles,1
222,Paint,0
222,Phone Charger,4
222,Power Cord,1
222,Shrimp,1
222,Steak,1
222,Tape,0
223,Bracket,0
223,Brush,0
223,Cereal,0
223,Ear Buds,1
223,Eggs,0
223,Glue,0
223,Keyboard,2
223,King Crab,1
223,Milk,0
223,Mouse,0
223,Nails,0
223,Noodles,1
223,Paint,0
223,Phone Charger,1
223,Power Cord,0
223,Shrimp,1
223,Steak,1
223,Tape,0
224,Bracket,0
224,Brush,1
224,Cereal,0
224,Ear Buds,2
224,Eggs,0
224,Glue,1
224,Keyboard,2
224,King Crab,1
224,Milk,0
224,Mouse,1
224,Nails,0
224,Noodles,1
224,Paint,1
224,Phone Charger,2
224,Power Cord,1
224,Shrimp,2
224,Steak,1
224,Tape,0
225,Bracket,0
225,Brush,1
225,Cereal,0
225,Ear Buds,2
225,Eggs,0
225,Glue,1
225,Keyboard,2
225,King Crab,1
225,Milk,0
225,Mouse,1
225,Nails,0
225,Noodles,1
225,Paint,1
225,Phone Charger,2
225,Power Cord,1
225,Shrimp,2
225,Steak,1
225,Tape,0
226,Bracket,0
226,Brush,0
226,Cereal,0
226,Ear Buds,1
226,Eggs,0
226,Glue,1
226,Keyboard,2
226,King Crab,1
226,Milk,0
226,Mouse,1
226,Nails,0
226,Noodles,1
226,Paint,0
226,Phone Charger,1
226,Power Cord,1
226,Shrimp,1
226,Steak,1
226,Tape,0
227,Bracket,0
227,Brush,0
227,Cereal,0
227,Ear Buds,1
227,Eggs,0
227,Glue,0
227,Keyboard,2
227,King Crab,1
227,Milk,0
227,Mouse,0
227,Nails,0
227,Noodles,0
227,Paint,0
227,Phone Charger,1
227,Power Cord,0
227,Shrimp,1
227,Steak,1
227,Tape,0
228,Bracket,0
228,Brush,0
228,Cereal,0
228,Ear Buds,1
228,Eggs,0
228,Glue,0
228,Keyboard,2
228,King Crab,1
228,Milk,0
228,Mouse,0
228,Nails,0
228,Noodles,0
228,Paint,0
228,Phone Charger,1
228,Power Cord,0
228,Shrimp,1
228,Steak,1
228,Tape,0
229,Bracket,0
229,Brush,0
229,Cereal,0
229,Ear Buds,2
229,Eggs,0
229,Glue,1
229,Keyboard,2
229,King Crab,1
229,Milk,0
229,Mouse,1
229,Nails,0
229,Noodles,1
229,Paint,0
229,Phone Charger,2
229,Power Cord,1
229,Shrimp,1
229,Steak,1
229,Tape,0
230,Bracket,0
230,Brush,0
230,Cereal,0
230,Ear Buds,1
230,Eggs,0
230,Glue,0
230,Keyboard,2
230,King Crab,1
230,Milk,0
230,Mouse,1
230,Nails,0
230,Noodles,0
230,Paint,0
230,Phone Charger,1
230,Power Cord,0
230,Shrimp,1
230,Steak,1
230,Tape,0
231,Bracket,0
231,Brush,0
231,Cereal,0
231,Ear Buds,2
231,Eggs,0
231,Glue,1
231,Keyboard,2
231,King Crab,1
231,Milk,0
231,Mouse,1
231,Nails,0
231,Noodles,1
231,Paint,0
231,Phone Charger,2
231,Power Cord,1
231,Shrimp,1
231,Steak,1
231,Tape,0
232,Bracket,0
232,Brush,0
232,Cereal,0
232,Ear Buds,1
232,Eggs,0
232,Glue,0
232,Keyboard,2
232,King Crab,1
232,Milk,0
232,Mouse,0
232,Nails,0
232,Noodles,0
232,Paint,0
232,Phone Charger,1
232,Power Cord,0
232,Shrimp,1
232,Steak,1
232,Tape,0
233,Bracket,0
233,Brush,0
233,Cereal,0
233,Ear Buds,1
233,Eggs,0
233,Glue,1
233,Keyboard,2
233,King Crab,1
233,Milk,0
233,Mouse,1
233,Nails,0
233,Noodles,1
233,Paint,0
233,Phone Charger,2
233,Power Cord,1
233,Shrimp,1
233,Steak,1
233,Tape,0
234,Bracket,0
234,Brush,0
234,Cereal,0
234,Ear Buds,1
234,Eggs,0
234,Glue,0
234,Keyboard,2
234,King Crab,1
234,Milk,0
234,Mouse,0
234,Nails,0
234,Noodles,1
234,Paint,0
234,Phone Charger,1
234,Power Cord,0
234,Shrimp,1
234,Steak,1
234,Tape,0
235,Bracket,0
235,Brush,0
235,Cereal,0
235,Ear Buds,1
235,Eggs,0
235,Glue,0
235,Keyboard,2
235,King Crab,1
235,Milk,0
235,Mouse,0
235,Nails,0
235,Noodles,1
235,Paint,0
235,Phone Charger,1
235,Power Cord,0
235,Shrimp,1
235,Steak,1
235,Tape,0
236,Bracket,0
236,Brush,0
236,Cereal,0
236,Ear Buds,2
236,Eggs,0
236,Glue,1
236,Keyboard,2
236,King Crab,1
236,Milk,0
236,Mouse,1
236,Nails,0
236,Noodles,1
236,Paint,0
236,Phone Charger,2
236,Power Cord,1
236,Shrimp,1
236,Steak,1
236,Tape,0
237,Bracket,0
237,Brush,1
237,Cereal,0
237,Ear Buds,2
237,Eggs,0
237,Glue,1
237,Keyboard,2
237,King Crab,1
237,Milk,0
237,Mouse,1
237,Nails,0
237,Noodles,1
237,Paint,1
237,Phone Charger,2
237,Power Cord,1
237,Shrimp,2
237,Steak,1
237,Tape,0
238,Bracket,0
238,Brush,1
238,Cereal,0
238,Ear Buds,2
238,Eggs,0
238,Glue,1
238,Keyboard,2
238,King Crab,1
238,Milk,0
238,Mouse,1
238,Nails,0
238,Noodles,1
238,Paint,1
238,Phone Charger,2
238,Power Cord,1
238,Shrimp,2
238,Steak,1
238,Tape,0
239,Bracket,0
239,Brush,0
239,Cereal,0
239,Ear Buds,1
239,Eggs,0
239,Glue,0
239,Keyboard,2
239,King Crab,1
239,Milk,0
239,Mouse,1
239,Nails,0
239,Noodles,1
239,Paint,0
239,Phone Charger,1
239,Power Cord,0
239,Shrimp,1
239,Steak,1
239,Tape,0
240,Bracket,0
240,Brush,1
240,Cereal,1
240,Ear Buds,7
240,Eggs,0
240,Glue,1
240,Keyboard,9
240,King Crab,1
240,Milk,0
240,Mouse,2
240,Nails,0
240,Noodles,2
240,Paint,0
240,Phone Charger,6
240,Power Cord,1
240,Shrimp,4
240,Steak,2
240,Tape,0
241,Bracket,0
241,Brush,0
241,Cereal,0
241,Ear Buds,2
241,Eggs,0
241,Glue,1
241,Keyboard,2
241,King Crab,1
241,Milk,0
241,Mouse,1
241,Nails,0
241,Noodles,1
241,Paint,0
241,Phone Charger,2
241,Power Cord,1
241,Shrimp,1
241,Steak,1
241,Tape,0
242,Bracket,0
242,Brush,0
242,Cereal,0
242,Ear Buds,1
242,Eggs,0
242,Glue,0
242,Keyboard,2
242,King Crab,1
242,Milk,0
242,Mouse,1
242,Nails,0
242,Noodles,1
242,Paint,0
242,Phone Charger,1
242,Power Cord,0
242,Shrimp,1
242,Steak,1
242,Tape,0
243,Bracket,0
243,Brush,1
243,Cereal,1
243,Ear Buds,4
243,Eggs,0
243,Glue,1
243,Keyboard,5
243,King Crab,2
243,Milk,0
243,Mouse,2
243,Nails,0
243,Noodles,2
243,Paint,1
243,Phone Charger,5
243,Power Cord,2
243,Shrimp,6
243,Steak,2
243,Tape,0
244,Bracket,0
244,Brush,1
244,Cereal,0
244,Ear Buds,2
244,Eggs,0
244,Glue,1
244,Keyboard,4
244,King Crab,1
244,Milk,0
244,Mouse,1
244,Nails,0
244,Noodles,1
244,Paint,1
244,Phone Charger,2
244,Power Cord,1
244,Shrimp,2
244,Steak,2
244,Tape,0
245,Bracket,0
245,Brush,1
245,Cereal,0
245,Ear Buds,2
245,Eggs,0
245,Glue,1
245,Keyboard,4
245,King Crab,1
245,Milk,0
245,Mouse,1
245,Nails,0
245,Noodles,1
245,Paint,1
245,Phone Charger,4
245,Power Cord,1
245,Shrimp,4
245,Steak,2
245,Tape,0
246,Bracket,0
246,Brush,1
246,Cereal,0
246,Ear Buds,1
246,Eggs,0
246,Glue,1
246,Keyboard,2
246,King Crab,1
246,Milk,0
246,Mouse,1
246,Nails,0
246,Noodles,1
246,Paint,0
246,Phone Charger,1
246,Power Cord,1
246,Shrimp,1
246,Steak,1
246,Tape,0
247,Bracket,0
247,Brush,0
247,Cereal,0
247,Ear Buds,1
247,Eggs,0
247,Glue,1
247,Keyboard,2
247,King Crab,1
247,Milk,0
247,Mouse,1
247,Nails,0
247,Noodles,1
247,Paint,0
247,Phone Charger,1
247,Power Cord,0
247,Shrimp,1
247,Steak,1
247,Tape,0
248,Bracket,0
248,Brush,0
248,Cereal,0
248,Ear Buds,1
248,Eggs,0
248,Glue,1
248,Keyboard,2
248,King Crab,1
248,Milk,0
248,Mouse,0
248,Nails,0
248,Noodles,1
248,Paint,0
248,Phone Charger,1
248,Power Cord,0
248,Shrimp,1
248,Steak,1
248,Tape,0
249,Bracket,0
249,Brush,0
249,Cereal,0
249,Ear Buds,1
249,Eggs,0
249,Glue,1
249,Keyboard,2
249,King Crab,1
249,Milk,0
249,Mouse,0
249,Nails,0
249,Noodles,1
249,Paint,0
249,Phone Charger,1
249,Power Cord,0
249,Shrimp,1
249,Steak,1
249,Tape,0
250,Bracket,0
250,Brush,0
250,Cereal,0
250,Ear Buds,1
250,Eggs,0
250,Glue,1
250,Keyboard,2
250,King Crab,1
250,Milk,0
250,Mouse,0
250,Nails,0
250,Noodles,1
250,Paint,0
250,Phone Charger,1
250,Power Cord,0
250,Shrimp,1
250,Steak,1
250,Tape,0
251,Bracket,0
251,Brush,1
251,Cereal,0
251,Ear Buds,2
251,Eggs,0
251,Glue,1
251,Keyboard,2
251,King Crab,1
251,Milk,0
251,Mouse,1
251,Nails,0
251,Noodles,1
251,Paint,1
251,Phone Charger,2
251,Power Cord,1
251,Shrimp,2
251,Steak,1
251,Tape,0
252,Bracket,0
252,Brush,0
252,Cereal,0
252,Ear Buds,1
252,Eggs,0
252,Glue,1
252,Keyboard,2
252,King Crab,1
252,Milk,0
252,Mouse,0
252,Nails,0
252,Noodles,1
252,Paint,0
252,Phone Charger,1
252,Power Cord,0
252,Shrimp,1
252,Steak,1
252,Tape,0
253,Bracket,0
253,Brush,1
253,Cereal,0
253,Ear Buds,2
253,Eggs,0
253,Glue,1
253,Keyboard,2
253,King Crab,1
253,Milk,0
253,Mouse,1
253,Nails,0
253,Noodles,1
253,Paint,0
253,Phone Charger,2
253,Power Cord,1
253,Shrimp,2
253,Steak,1
253,Tape,0
254,Bracket,0
254,Brush,1
254,Cereal,0
254,Ear Buds,1
254,Eggs,0
254,Glue,1
254,Keyboard,2
254,King Crab,1
254,Milk,0
254,Mouse,1
254,Nails,0
254,Noodles,1
254,Paint,1
254,Phone Charger,1
254,Power Cord,1
254,Shrimp,1
254,Steak,1
254,Tape,0
255,Bracket,0
255,Brush,1
255,Cereal,1
255,Ear Buds,4
255,Eggs,0
255,Glue,1
255,Keyboard,4
255,King Crab,1
255,Milk,0
255,Mouse,1
255,Nails,0
255,Noodles,2
255,Paint,1
255,Phone Charger,4
255,Power Cord,1
255,Shrimp,4
255,Steak,2
255,Tape,0
256,Bracket,0
256,Brush,1
256,Cereal,0
256,Ear Buds,1
256,Eggs,0
256,Glue,1
256,Keyboard,2
256,King Crab,1
256,Milk,0
256,Mouse,1
256,Nails,0
256,Noodles,1
256,Paint,1
256,Phone Charger,1
256,Power Cord,1
256,Shrimp,1
256,Steak,1
256,Tape,0
257,Bracket,0
257,Brush,1
257,Cereal,0
257,Ear Buds,2
257,Eggs,0
257,Glue,1
257,Keyboard,4
257,King Crab,1
257,Milk,0
257,Mouse,1
257,Nails,0
257,Noodles,1
257,Paint,0
257,Phone Charger,2
257,Power Cord,1
257,Shrimp,1
257,Steak,1
257,Tape,0
258,Bracket,0
258,Brush,0
258,Cereal,0
258,Ear Buds,1
258,Eggs,0
258,Glue,0
258,Keyboard,2
258,King Crab,1
258,Milk,0
258,Mouse,0
258,Nails,0
258,Noodles,1
258,Paint,0
258,Phone Charger,1
258,Power Cord,0
258,Shrimp,1
258,Steak,1
258,Tape,0
259,Bracket,0
259,Brush,0
259,Cereal,0
259,Ear Buds,1
259,Eggs,0
259,Glue,0
259,Keyboard,2
259,King Crab,1
259,Milk,0
259,Mouse,0
259,Nails,0
259,Noodles,1
259,Paint,0
259,Phone Charger,1
259,Power Cord,0
259,Shrimp,1
259,Steak,1
