Store,Item,Allocation
173,Noodles,3
173,Paint,0
173,Phone Charger,3
173,Power Cord,3
173,Shrimp,3
173,Steak,3
173,Tape,1
174,Bracket,5
174,Brush,4
174,Cereal,7
174,Ear Buds,11
174,Eggs,7
174,Glue,5
174,Keyboard,12
174,King Crab,9
174,Milk,6
174,Mouse,6
174,Nails,4
174,Noodles,10
174,Paint,4
174,Phone Charger,11
174,Power Cord,6
174,Shrimp,17
174,Steak,11
174,Tape,6
175,Bracket,3
175,Brush,1
175,Cereal,3
175,Ear Buds,6
175,Eggs,3
175,Glue,3
175,Keyboard,9
175,King Crab,4
175,Milk,0
175,Mouse,3
175,Nails,1
175,Noodles,6
175,Paint,0
175,Phone Charger,8
175,Power Cord,3
175,Shrimp,9
175,Steak,6
175,Tape,3
176,Bracket,6
176,Brush,6
176,Cereal,6
176,Ear Buds,9
176,Eggs,6
176,Glue,6
176,Keyboard,12
176,King Crab,7
176,Milk,4
176,Mouse,6
176,Nails,6
176,Noodles,9
176,Paint,4
176,Phone Charger,11
176,Power Cord,6
176,Shrimp,12
176,Steak,11
176,Tape,10
177,Bracket,3
177,Brush,1
177,Cereal,0
177,Ear Buds,3
177,Eggs,0
177,Glue,2
177,Keyboard,3
177,King Crab,3
177,Milk,0
177,Mouse,0
177,Nails,0
177,Noodles,3
177,Paint,0
177,Phone Charger,3
177,Power Cord,0
177,Shrimp,3
177,Steak,3
177,Tape,0
178,Bracket,3
178,Brush,3
178,Cereal,2
178,Ear Buds,3
178,Eggs,3
178,Glue,3
178,Keyboard,3
178,King Crab,3
178,Milk,0
178,Mouse,2
178,Nails,3
178,Noodles,3
178,Paint,0
178,Phone Charger,3
178,Power Cord,0
178,Shrimp,3
178,Steak,3
178,Tape,1
179,Bracket,3
179,Brush,0
179,Cereal,3
179,Ear Buds,6
179,Eggs,3
179,Glue,3
179,Keyboard,9
179,King Crab,3
179,Milk,0
179,Mouse,3
179,Nails,0
179,Noodles,5
179,Paint,0
179,Phone Charger,9
179,Power Cord,3
179,Shrimp,9
179,Steak,4
179,Tape,0
180,Bracket,3
180,Brush,0
180,Cereal,3
180,Ear Buds,6
180,Eggs,3
180,Glue,2
180,Keyboard,9
180,King Crab,3
180,Milk,0
180,Mouse,3
180,Nails,0
180,Noodles,4
180,Paint,0
180,Phone Charger,8
180,Power Cord,3
180,Shrimp,9
180,Steak,3
180,Tape,0
181,Bracket,0
181,Brush,0
181,Cereal,0
181,Ear Buds,1
181,Eggs,0
181,Glue,0
181,Keyboard,3
181,King Crab,0
181,Milk,0
181,Mouse,0
181,Nails,0
181,Noodles,0
181,Paint,0
181,Phone Charger,3
181,Power Cord,0
181,Shrimp,3
181,Steak,0
181,Tape,0
182,Bracket,3
182,Brush,0
182,Cereal,3
182,Ear Buds,6
182,Eggs,3
182,Glue,2
182,Keyboard,9
182,King Crab,3
182,Milk,0
182,Mouse,3
182,Nails,0
182,Noodles,4
182,Paint,0
182,Phone Charger,6
182,Power Cord,3
182,Shrimp,9
182,Steak,3
182,Tape,0
183,Bracket,3
183,Brush,0
183,Cereal,3
183,Ear Buds,6
183,Eggs,3
183,Glue,2
183,Keyboard,9
183,King Crab,3
183,Milk,0
183,Mouse,3
183,Nails,0
183,Noodles,4
183,Paint,0
183,Phone Charger,6
183,Power Cord,3
183,Shrimp,9
183,Steak,3
183,Tape,0
184,Bracket,9
184,Brush,6
184,Cereal,6
184,Ear Buds,12
184,Eggs,6
184,Glue,6
184,Keyboard,15
184,King Crab,9
184,Milk,6
184,Mouse,9
184,Nails,6
184,Noodles,10
184,Paint,6
184,Phone Charger,15
184,Power Cord,9
184,Shrimp,15
184,Steak,12
184,Tape,8
185,Bracket,3
185,Brush,3
185,Cereal,4
185,Ear Buds,9
185,Eggs,4
185,Glue,3
185,Keyboard,12
185,King Crab,6
185,Milk,3
185,Mouse,6
185,Nails,3
185,Noodles,7
185,Paint,3
185,Phone Charger,12
185,Power Cord,6
185,Shrimp,12
185,Steak,9
185,Tape,3
186,Bracket,6
186,Brush,3
186,Cereal,6
186,Ear Buds,10
186,Eggs,6
186,Glue,4
186,Keyboard,12
186,King Crab,6
186,Milk,3
186,Mouse,6
186,Nails,3
186,Noodles,7
186,Paint,3
186,Phone Charger,12
186,Power Cord,6
186,Shrimp,12
186,Steak,9
186,Tape,3
187,Bracket,6
187,Brush,3
187,Cereal,6
187,Ear Buds,12
187,Eggs,6
187,Glue,6
187,Keyboard,12
187,King Crab,6
187,Milk,3
187,Mouse,6
187,Nails,3
187,Noodles,9
187,Paint,3
187,Phone Charger,13
187,Power Cord,7
187,Shrimp,13
187,Steak,9
187,Tape,4
188,Bracket,3
188,Brush,3
188,Cereal,3
188,Ear Buds,9
188,Eggs,3
188,Glue,3
188,Keyboard,12
188,King Crab,6
188,Milk,3
188,Mouse,6
188,Nails,3
188,Noodles,6
188,Paint,3
188,Phone Charger,12
188,Power Cord,6
188,Shrimp,12
188,Steak,6
188,Tape,2
189,Bracket,6
189,Brush,3
189,Cereal,6
189,Ear Buds,20
189,Eggs,6
189,Glue,5
189,Keyboard,21
189,King Crab,9
189,Milk,6
189,Mouse,12
189,Nails,3
189,Noodles,9
189,Paint,3
189,Phone Charger,18
189,Power Cord,10
189,Shrimp,13
189,Steak,9
189,Tape,3
190,Bracket,3
190,Brush,3
190,Cereal,4
190,Ear Buds,9
190,Eggs,4
190,Glue,3
190,Keyboard,12
190,King Crab,6
190,Milk,3
190,Mouse,6
190,Nails,3
190,Noodles,6
190,Paint,3
190,Phone Charger,12
190,Power Cord,6
190,Shrimp,12
190,Steak,9
190,Tape,3
191,Bracket,3
191,Brush,3
191,Cereal,4
191,Ear Buds,12
191,Eggs,4
191,Glue,3
191,Keyboard,12
191,King Crab,6
191,Milk,3
191,Mouse,9
191,Nails,3
191,Noodles,6
191,Paint,3
191,Phone Charger,12
191,Power Cord,8
191,Shrimp,8
191,Steak,7
191,Tape,3
192,Bracket,3
192,Brush,3
192,Cereal,4
192,Ear Buds,9
192,Eggs,4
192,Glue,3
192,Keyboard,12
192,King Crab,6
192,Milk,3
192,Mouse,6
192,Nails,3
192,Noodles,6
192,Paint,3
192,Phone Charger,12
192,Power Cord,6
192,Shrimp,12
192,Steak,9
192,Tape,3
193,Bracket,3
193,Brush,3
193,Cereal,3
193,Ear Buds,9
193,Eggs,3
193,Glue,3
193,Keyboard,9
193,King Crab,3
193,Milk,0
193,Mouse,3
193,Nails,2
193,Noodles,6
193,Paint,0
193,Phone Charger,9
193,Power Cord,3
193,Shrimp,9
193,Steak,6
193,Tape,1
194,Bracket,3
194,Brush,3
194,Cereal,3
194,Ear Buds,9
194,Eggs,3
194,Glue,3
194,Keyboard,9
194,King Crab,6
194,Milk,2
194,Mouse,3
194,Nails,3
194,Noodles,6
194,Paint,0
194,Phone Charger,9
194,Power Cord,3
194,Shrimp,9
194,Steak,6
194,Tape,0
195,Bracket,2
195,Brush,0
195,Cereal,0
195,Ear Buds,3
195,Eggs,0
195,Glue,1
195,Keyboard,3
195,King Crab,3
195,Milk,0
195,Mouse,2
195,Nails,0
195,Noodles,3
195,Paint,0
195,Phone Charger,3
195,Power Cord,1
195,Shrimp,3
195,Steak,3
195,Tape,0
196,Bracket,2
196,Brush,0
196,Cereal,0
196,Ear Buds,3
196,Eggs,0
196,Glue,1
196,Keyboard,3
196,King Crab,3
196,Milk,0
196,Mouse,2
196,Nails,0
196,Noodles,3
196,Paint,0
196,Phone Charger,3
196,Power Cord,1
196,Shrimp,3
196,Steak,3
196,Tape,0
197,Bracket,4
197,Brush,3
197,Cereal,3
197,Ear Buds,9
197,Eggs,3
197,Glue,3
197,Keyboard,11
197,King Crab,6
197,Milk,3
197,Mouse,5
197,Nails,3
197,Noodles,6
197,Paint,3
197,Phone Charger,9
197,Power Cord,3
197,Shrimp,10
197,Steak,6
197,Tape,4
198,Bracket,5
198,Brush,3
198,Cereal,3
198,Ear Buds,9
198,Eggs,3
198,Glue,3
198,Keyboard,11
198,King Crab,6
198,Milk,3
198,Mouse,5
198,Nails,3
198,Noodles,6
198,Paint,3
198,Phone Charger,9
198,Power Cord,3
198,Shrimp,9
198,Steak,6
198,Tape,2
199,Bracket,3
199,Brush,0
199,Cereal,0
199,Ear Buds,3
199,Eggs,0
199,Glue,2
199,Keyboard,6
199,King Crab,3
199,Milk,0
199,Mouse,3
199,Nails,0
199,Noodles,3
199,Paint,0
199,Phone Charger,3
199,Power Cord,3
199,Shrimp,3
199,Steak,3
199,Tape,0
200,Bracket,0
200,Brush,0
200,Cereal,0
200,Ear Buds,3
200,Eggs,0
200,Glue,0
200,Keyboard,3
200,King Crab,0
200,Milk,0
200,Mouse,0
200,Nails,0
200,Noodles,0
200,Paint,0
200,Phone Charger,3
200,Power Cord,0
200,Shrimp,3
200,Steak,2
200,Tape,0
201,Bracket,3
201,Brush,0
201,Cereal,0
201,Ear Buds,3
201,Eggs,0
201,Glue,2
201,Keyboard,6
201,King Crab,3
201,Milk,0
201,Mouse,3
201,Nails,0
201,Noodles,3
201,Paint,0
201,Phone Charger,3
201,Power Cord,3
201,Shrimp,3
201,Steak,3
201,Tape,0
202,Bracket,3
202,Brush,3
202,Cereal,3
202,Ear Buds,9
202,Eggs,3
202,Glue,3
202,Keyboard,11
202,King Crab,6
202,Milk,3
202,Mouse,5
202,Nails,3
202,Noodles,6
202,Paint,1
202,Phone Charger,9
202,Power Cord,3
202,Shrimp,9
202,Steak,6
202,Tape,1
203,Bracket,3
203,Brush,0
203,Cereal,3
203,Ear Buds,9
203,Eggs,3
203,Glue,3
203,Keyboard,9
203,King Crab,3
203,Milk,0
203,Mouse,3
203,Nails,0
203,Noodles,4
203,Paint,0
203,Phone Charger,9
203,Power Cord,3
203,Shrimp,6
203,Steak,4
203,Tape,0
204,Bracket,0
204,Brush,0
204,Cereal,0
204,Ear Buds,3
204,Eggs,0
204,Glue,0
204,Keyboard,3
204,King Crab,1
204,Milk,0
204,Mouse,0
204,Nails,0
204,Noodles,2
204,Paint,0
204,Phone Charger,3
204,Power Cord,0
204,Shrimp,3
204,Steak,2
204,Tape,0
205,Bracket,3
205,Brush,0
205,Cereal,3
205,Ear Buds,9
205,Eggs,3
205,Glue,3
205,Keyboard,9
205,King Crab,3
205,Milk,0
205,Mouse,3
205,Nails,0
205,Noodles,4
205,Paint,0
205,Phone Charger,9
205,Power Cord,3
205,Shrimp,6
205,Steak,4
205,Tape,0
206,Bracket,0
206,Brush,0
206,Cereal,0
206,Ear Buds,3
206,Eggs,0
206,Glue,1
206,Keyboard,4
206,King Crab,3
206,Milk,0
206,Mouse,2
206,Nails,0
206,Noodles,3
206,Paint,0
206,Phone Charger,3
206,Power Cord,1
206,Shrimp,3
206,Steak,3
206,Tape,0
207,Bracket,0
207,Brush,0
207,Cereal,0
207,Ear Buds,3
207,Eggs,0
207,Glue,1
207,Keyboard,3
207,King Crab,3
207,Milk,0
207,Mouse,2
207,Nails,0
207,Noodles,3
207,Paint,0
207,Phone Charger,3
207,Power Cord,0
207,Shrimp,3
207,Steak,3
207,Tape,0
208,Bracket,0
208,Brush,0
208,Cereal,0
208,Ear Buds,3
208,Eggs,0
208,Glue,1
208,Keyboard,3
208,King Crab,3
208,Milk,0
208,Mouse,2
208,Nails,0
208,Noodles,3
208,Paint,0
208,Phone Charger,3
208,Power Cord,0
208,Shrimp,3
208,Steak,3
208,Tape,0
209,Bracket,1
209,Brush,0
209,Cereal,0
209,Ear Buds,3
209,Eggs,0
209,Glue,1
209,Keyboard,6
209,King Crab,3
209,Milk,0
209,Mouse,3
209,Nails,0
209,Noodles,3
209,Paint,0
209,Phone Charger,3
209,Power Cord,1
209,Shrimp,3
209,Steak,3
209,Tape,0
210,Bracket,3
210,Brush,3
210,Cereal,3
210,Ear Buds,9
210,Eggs,3
210,Glue,3
210,Keyboard,12
210,King Crab,6
210,Milk,3
210,Mouse,5
210,Nails,3
210,Noodles,6
210,Paint,3
210,Phone Charger,11
210,Power Cord,5
210,Shrimp,11
210,Steak,7
210,Tape,2
211,Bracket,3
211,Brush,0
211,Cereal,3
211,Ear Buds,8
211,Eggs,3
211,Glue,2
211,Keyboard,9
211,King Crab,3
211,Milk,0
211,Mouse,3
211,Nails,0
211,Noodles,3
211,Paint,0
211,Phone Charger,9
211,Power Cord,3
211,Shrimp,9
211,Steak,3
211,Tape,0
212,Bracket,2
212,Brush,0
212,Cereal,3
212,Ear Buds,7
212,Eggs,3
212,Glue,0
212,Keyboard,9
212,King Crab,3
212,Milk,0
212,Mouse,3
212,Nails,0
212,Noodles,3
212,Paint,0
212,Phone Charger,7
212,Power Cord,2
212,Shrimp,8
212,Steak,3
212,Tape,0
213,Bracket,3
213,Brush,0
213,Cereal,3
213,Ear Buds,8
213,Eggs,3
213,Glue,3
213,Keyboard,9
213,King Crab,3
213,Milk,0
213,Mouse,3
213,Nails,0
213,Noodles,3
213,Paint,0
213,Phone Charger,9
213,Power Cord,3
213,Shrimp,6
213,Steak,3
213,Tape,0
214,Bracket,3
214,Brush,0
214,Cereal,3
214,Ear Buds,6
214,Eggs,3
214,Glue,2
214,Keyboard,9
214,King Crab,3
214,Milk,0
214,Mouse,3
214,Nails,0
214,Noodles,3
214,Paint,0
214,Phone Charger,8
214,Power Cord,2
214,Shrimp,8
214,Steak,3
214,Tape,0
215,Bracket,3
215,Brush,0
215,Cereal,3
215,Ear Buds,8
215,Eggs,3
215,Glue,3
215,Keyboard,9
215,King Crab,3
215,Milk,0
215,Mouse,3
215,Nails,0
215,Noodles,3
215,Paint,0
215,Phone Charger,9
215,Power Cord,3
215,Shrimp,6
215,Steak,3
215,Tape,0
216,Bracket,3
216,Brush,0
216,Cereal,3
216,Ear Buds,6
216,Eggs,3
216,Glue,2
216,Keyboard,9
216,King Crab,3
216,Milk,0
216,Mouse,3
216,Nails,0
216,Noodles,3
216,Paint,0
216,Phone Charger,8
216,Power Cord,2
216,Shrimp,8
216,Steak,3
216,Tape,0
217,Bracket,0
217,Brush,0
217,Cereal,0
217,Ear Buds,3
217,Eggs,0
217,Glue,0
217,Keyboard,3
217,King Crab,0
217,Milk,0
217,Mouse,0
217,Nails,0
217,Noodles,0
217,Paint,0
217,Phone Charger,3
217,Power Cord,0
217,Shrimp,3
217,Steak,1
217,Tape,0
218,Bracket,0
218,Brush,0
218,Cereal,0
218,Ear Buds,3
218,Eggs,0
218,Glue,0
218,Keyboard,3
218,King Crab,0
218,Milk,0
218,Mouse,0
218,Nails,0
218,Noodles,0
218,Paint,0
218,Phone Charger,3
218,Power Cord,0
218,Shrimp,3
218,Steak,1
218,Tape,0
219,Bracket,2
219,Brush,0
219,Cereal,3
219,Ear Buds,8
219,Eggs,3
219,Glue,3
219,Keyboard,9
219,King Crab,3
219,Milk,0
219,Mouse,3
219,Nails,0
219,Noodles,3
219,Paint,0
219,Phone Charger,9
219,Power Cord,3
219,Shrimp,6
219,Steak,3
219,Tape,0
220,Bracket,0
220,Brush,0
220,Cereal,0
220,Ear Buds,3
220,Eggs,0
220,Glue,0
220,Keyboard,3
220,King Crab,0
220,Milk,0
220,Mouse,0
220,Nails,0
220,Noodles,0
220,Paint,0
220,Phone Charger,3
220,Power Cord,0
220,Shrimp,3
220,Steak,1
220,Tape,0
221,Bracket,3
221,Brush,0
221,Cereal,3
221,Ear Buds,8
221,Eggs,3
221,Glue,3
221,Keyboard,9
221,King Crab,3
221,Milk,0
221,Mouse,3
221,Nails,0
221,Noodles,3
221,Paint,0
221,Phone Charger,9
221,Power Cord,3
221,Shrimp,6
221,Steak,3
221,Tape,0
222,Bracket,3
222,Brush,1
222,Cereal,3
222,Ear Buds,12
222,Eggs,3
222,Glue,3
222,Keyboard,13
222,King Crab,3
222,Milk,0
222,Mouse,7
222,Nails,0
222,Noodles,6
222,Paint,0
222,Phone Charger,12
222,Power Cord,5
222,Shrimp,6
222,Steak,6
222,Tape,0
223,Bracket,0
223,Brush,0
223,Cereal,0
223,Ear Buds,3
223,Eggs,0
223,Glue,0
223,Keyboard,3
223,King Crab,1
223,Milk,0
223,Mouse,0
223,Nails,0
223,Noodles,1
223,Paint,0
223,Phone Charger,3
223,Power Cord,0
223,Shrimp,3
223,Steak,1
223,Tape,0
224,Bracket,3
224,Brush,3
224,Cereal,3
224,Ear Buds,9
224,Eggs,3
224,Glue,3
224,Keyboard,9
224,King Crab,6
224,Milk,3
224,Mouse,3
224,Nails,3
224,Noodles,6
224,Paint,2
224,Phone Charger,9
224,Power Cord,3
224,Shrimp,9
224,Steak,6
224,Tape,1
225,Bracket,3
225,Brush,3
225,Cereal,3
225,Ear Buds,9
225,Eggs,3
225,Glue,3
225,Keyboard,9
225,King Crab,6
225,Milk,3
225,Mouse,3
225,Nails,3
225,Noodles,6
225,Paint,2
225,Phone Charger,9
225,Power Cord,3
225,Shrimp,9
225,Steak,6
225,Tape,1
226,Bracket,3
226,Brush,0
226,Cereal,0
226,Ear Buds,3
226,Eggs,0
226,Glue,2
226,Keyboard,3
226,King Crab,3
226,Milk,0
226,Mouse,2
226,Nails,0
226,Noodles,3
226,Paint,0
226,Phone Charger,3
226,Power Cord,2
226,Shrimp,3
226,Steak,3
226,Tape,0
227,Bracket,0
227,Brush,0
227,Cereal,0
227,Ear Buds,3
227,Eggs,0
227,Glue,0
227,Keyboard,3
227,King Crab,1
227,Milk,0
227,Mouse,0
227,Nails,0
227,Noodles,0
227,Paint,0
227,Phone Charger,3
227,Power Cord,0
227,Shrimp,3
227,Steak,1
227,Tape,0
228,Bracket,0
228,Brush,0
228,Cereal,0
228,Ear Buds,3
228,Eggs,0
228,Glue,0
228,Keyboard,3
228,King Crab,1
228,Milk,0
228,Mouse,0
228,Nails,0
228,Noodles,0
228,Paint,0
228,Phone Charger,3
228,Power Cord,0
228,Shrimp,3
228,Steak,1
228,Tape,0
229,Bracket,3
229,Brush,0
229,Cereal,3
229,Ear Buds,9
229,Eggs,3
229,Glue,3
229,Keyboard,9
229,King Crab,3
229,Milk,0
229,Mouse,3
229,Nails,0
229,Noodles,4
229,Paint,0
229,Phone Charger,9
229,Power Cord,3
229,Shrimp,6
229,Steak,4
229,Tape,0
230,Bracket,0
230,Brush,0
230,Cereal,0
230,Ear Buds,3
230,Eggs,0
230,Glue,0
230,Keyboard,3
230,King Crab,0
230,Milk,0
230,Mouse,1
230,Nails,0
230,Noodles,0
230,Paint,0
230,Phone Charger,3
230,Power Cord,0
230,Shrimp,3
230,Steak,1
230,Tape,0
231,Bracket,3
231,Brush,0
231,Cereal,3
231,Ear Buds,7
231,Eggs,3
231,Glue,3
231,Keyboard,9
231,King Crab,3
231,Milk,0
231,Mouse,3
231,Nails,0
231,Noodles,4
231,Paint,0
231,Phone Charger,7
231,Power Cord,3
231,Shrimp,6
231,Steak,4
231,Tape,0
232,Bracket,0
232,Brush,0
232,Cereal,0
232,Ear Buds,3
232,Eggs,0
232,Glue,0
232,Keyboard,3
232,King Crab,0
232,Milk,0
232,Mouse,0
232,Nails,0
232,Noodles,0
232,Paint,0
232,Phone Charger,3
232,Power Cord,0
232,Shrimp,3
232,Steak,1
232,Tape,0
233,Bracket,3
233,Brush,0
233,Cereal,3
233,Ear Buds,6
233,Eggs,3
233,Glue,3
233,Keyboard,9
233,King Crab,3
233,Milk,0
233,Mouse,3
233,Nails,0
233,Noodles,3
233,Paint,0
233,Phone Charger,7
233,Power Cord,3
233,Shrimp,6
233,Steak,3
233,Tape,0
234,Bracket,0
234,Brush,0
234,Cereal,0
234,Ear Buds,3
234,Eggs,0
234,Glue,0
234,Keyboard,3
234,King Crab,1
234,Milk,0
234,Mouse,0
234,Nails,0
234,Noodles,1
234,Paint,0
234,Phone Charger,3
234,Power Cord,0
234,Shrimp,3
234,Steak,1
234,Tape,0
235,Bracket,0
235,Brush,0
235,Cereal,0
235,Ear Buds,3
235,Eggs,0
235,Glue,0
235,Keyboard,3
235,King Crab,1
235,Milk,0
235,Mouse,0
235,Nails,0
235,Noodles,1
235,Paint,0
235,Phone Charger,3
235,Power Cord,0
235,Shrimp,3
235,Steak,1
235,Tape,0
236,Bracket,3
236,Brush,0
236,Cereal,3
236,Ear Buds,9
236,Eggs,3
236,Glue,3
236,Keyboard,9
236,King Crab,3
236,Milk,0
236,Mouse,3
236,Nails,0
236,Noodles,3
236,Paint,0
236,Phone Charger,9
236,Power Cord,3
236,Shrimp,6
236,Steak,3
236,Tape,0
237,Bracket,3
237,Brush,3
237,Cereal,3
237,Ear Buds,9
237,Eggs,3
237,Glue,3
237,Keyboard,9
237,King Crab,6
237,Milk,3
237,Mouse,3
237,Nails,3
237,Noodles,6
237,Paint,2
237,Phone Charger,9
237,Power Cord,3
237,Shrimp,9
237,Steak,6
237,Tape,1
238,Bracket,3
238,Brush,3
238,Cereal,3
238,Ear Buds,9
238,Eggs,3
238,Glue,3
238,Keyboard,9
238,King Crab,6
238,Milk,3
238,Mouse,3
238,Nails,3
238,Noodles,6
238,Paint,1
238,Phone Charger,9
238,Power Cord,3
238,Shrimp,9
238,Steak,6
238,Tape,0
239,Bracket,0
239,Brush,0
239,Cereal,0
239,Ear Buds,3
239,Eggs,0
239,Glue,0
239,Keyboard,3
239,King Crab,1
239,Milk,0
239,Mouse,1
239,Nails,0
239,Noodles,1
239,Paint,0
239,Phone Charger,3
239,Power Cord,0
239,Shrimp,3
239,Steak,2
239,Tape,0
240,Bracket,3
240,Brush,2
240,Cereal,6
240,Ear Buds,18
240,Eggs,6
240,Glue,3
240,Keyboard,21
240,King Crab,6
240,Milk,3
240,Mouse,9
240,Nails,2
240,Noodles,7
240,Paint,0
240,Phone Charger,15
240,Power Cord,6
240,Shrimp,12
240,Steak,7
240,Tape,0
241,Bracket,3
241,Brush,0
241,Cereal,3
241,Ear Buds,8
241,Eggs,3
241,Glue,3
241,Keyboard,9
241,King Crab,3
241,Milk,0
241,Mouse,3
241,Nails,0
241,Noodles,3
241,Paint,0
241,Phone Charger,9
241,Power Cord,3
241,Shrimp,6
241,Steak,3
241,Tape,0
242,Bracket,0
242,Brush,0
242,Cereal,0
242,Ear Buds,3
242,Eggs,0
242,Glue,0
242,Keyboard,3
242,King Crab,3
242,Milk,0
242,Mouse,1
242,Nails,0
242,Noodles,3
242,Paint,0
242,Phone Charger,3
242,Power Cord,0
242,Shrimp,3
242,Steak,3
242,Tape,0
243,Bracket,4
243,Brush,3
243,Cereal,6
243,Ear Buds,12
243,Eggs,6
243,Glue,3
243,Keyboard,13
243,King Crab,8
243,Milk,5
243,Mouse,7
243,Nails,3
243,Noodles,9
243,Paint,3
243,Phone Charger,13
243,Power Cord,7
243,Shrimp,15
243,Steak,10
243,Tape,3
244,Bracket,3
244,Brush,3
244,Cereal,4
244,Ear Buds,9
244,Eggs,4
244,Glue,3
244,Keyboard,12
244,King Crab,6
244,Milk,3
244,Mouse,6
244,Nails,3
244,Noodles,6
244,Paint,1
244,Phone Charger,10
244,Power Cord,6
244,Shrimp,10
244,Steak,7
244,Tape,2
245,Bracket,3
245,Brush,3
245,Cereal,5
245,Ear Buds,10
245,Eggs,5
245,Glue,3
245,Keyboard,12
245,King Crab,6
245,Milk,3
245,Mouse,6
245,Nails,3
245,Noodles,6
245,Paint,2
245,Phone Charger,11
245,Power Cord,6
245,Shrimp,11
245,Steak,8
245,Tape,2
246,Bracket,2
246,Brush,1
246,Cereal,1
246,Ear Buds,3
246,Eggs,1
246,Glue,1
246,Keyboard,5
246,King Crab,3
246,Milk,0
246,Mouse,3
246,Nails,0
246,Noodles,3
246,Paint,0
246,Phone Charger,3
246,Power Cord,2
246,Shrimp,3
246,Steak,3
246,Tape,0
247,Bracket,0
247,Brush,0
247,Cereal,0
247,Ear Buds,3
247,Eggs,0
247,Glue,1
247,Keyboard,3
247,King Crab,3
247,Milk,0
247,Mouse,1
247,Nails,0
247,Noodles,3
247,Paint,0
247,Phone Charger,3
247,Power Cord,0
247,Shrimp,3
247,Steak,3
247,Tape,0
248,Bracket,0
248,Brush,0
248,Cereal,0
248,Ear Buds,3
248,Eggs,0
248,Glue,1
248,Keyboard,3
248,King Crab,3
248,Milk,0
248,Mouse,0
248,Nails,0
248,Noodles,3
248,Paint,0
248,Phone Charger,3
248,Power Cord,0
248,Shrimp,3
248,Steak,3
248,Tape,0
249,Bracket,0
249,Brush,0
249,Cereal,0
249,Ear Buds,3
249,Eggs,0
249,Glue,1
249,Keyboard,3
249,King Crab,3
249,Milk,0
249,Mouse,0
249,Nails,0
249,Noodles,3
249,Paint,0
249,Phone Charger,3
249,Power Cord,0
249,Shrimp,3
249,Steak,3
249,Tape,0
250,Bracket,0
250,Brush,0
250,Cereal,0
250,Ear Buds,3
250,Eggs,0
250,Glue,1
250,Keyboard,3
250,King Crab,3
250,Milk,0
250,Mouse,0
250,Nails,0
250,Noodles,3
250,Paint,0
250,Phone Charger,3
250,Power Cord,0
250,Shrimp,3
250,Steak,3
250,Tape,0
251,Bracket,3
251,Brush,3
251,Cereal,3
251,Ear Buds,9
251,Eggs,3
251,Glue,3
251,Keyboard,9
251,King Crab,6
251,Milk,3
251,Mouse,3
251,Nails,3
251,Noodles,6
251,Paint,2
251,Phone Charger,9
251,Power Cord,3
251,Shrimp,9
251,Steak,6
251,Tape,0
252,Bracket,0
252,Brush,0
252,Cereal,0
252,Ear Buds,3
252,Eggs,0
252,Glue,1
252,Keyboard,3
252,King Crab,3
252,Milk,0
252,Mouse,0
252,Nails,0
252,Noodles,3
252,Paint,0
252,Phone Charger,3
252,Power Cord,0
252,Shrimp,3
252,Steak,3
252,Tape,0
253,Bracket,3
253,Brush,2
253,Cereal,3
253,Ear Buds,9
253,Eggs,3
253,Glue,3
253,Keyboard,10
253,King Crab,6
253,Milk,3
253,Mouse,4
253,Nails,2
253,Noodles,6
253,Paint,0
253,Phone Charger,10
253,Power Cord,4
253,Shrimp,9
253,Steak,6
253,Tape,0
254,Bracket,3
254,Brush,3
254,Cereal,3
254,Ear Buds,6
254,Eggs,3
254,Glue,3
254,Keyboard,6
254,King Crab,3
254,Milk,3
254,Mouse,3
254,Nails,3
254,Noodles,4
254,Paint,3
254,Phone Charger,6
254,Power Cord,3
254,Shrimp,6
254,Steak,4
254,Tape,3
255,Bracket,4
255,Brush,3
255,Cereal,6
255,Ear Buds,11
255,Eggs,6
255,Glue,4
255,Keyboard,12
255,King Crab,6
255,Milk,3
255,Mouse,6
255,Nails,3
255,Noodles,8
255,Paint,3
255,Phone Charger,12
255,Power Cord,6
255,Shrimp,12
255,Steak,8
255,Tape,3
256,Bracket,3
256,Brush,3
256,Cereal,3
256,Ear Buds,6
256,Eggs,3
256,Glue,3
256,Keyboard,6
256,King Crab,3
256,Milk,3
256,Mouse,3
256,Nails,3
256,Noodles,3
256,Paint,2
256,Phone Charger,6
256,Power Cord,3
256,Shrimp,6
256,Steak,3
256,Tape,2
257,Bracket,3
257,Brush,3
257,Cereal,3
257,Ear Buds,9
257,Eggs,3
257,Glue,3
257,Keyboard,12
257,King Crab,3
257,Milk,0
257,Mouse,3
257,Nails,0
257,Noodles,3
257,Paint,0
257,Phone Charger,8
257,Power Cord,1
257,Shrimp,6
257,Steak,3
257,Tape,0
258,Bracket,0
258,Brush,0
258,Cereal,0
258,Ear Buds,3
258,Eggs,0
258,Glue,0
258,Keyboard,3
258,King Crab,2
258,Milk,0
258,Mouse,0
258,Nails,0
258,Noodles,2
258,Paint,0
258,Phone Charger,3
258,Power Cord,0
258,Shrimp,3
258,Steak,3
258,Tape,0
259,Bracket,0
259,Brush,0
259,Cereal,0
259,Ear Buds,3
259,Eggs,0
259,Glue,0
259,Keyboard,4
259,King Crab,0
259,Milk,0
259,Mouse,0
259,Nails,0
259,Noodles,1
259,Paint,0
259,Phone Charger,3
259,Power Cord,0
259,Shrimp,3
259,Steak,3
